reviewerID-itemID,prediction
U195724935-I887405711,4.173816692401578
U867116363-I578825933,4.502330783409693
U454632729-I462416116,4.597489165551914
U210068831-I584403278,4.730443385356115
U735451568-I698669420,4.185276658843561
U697424257-I578942391,4.512335944161468
U735566861-I525404654,4.140662102673233
U211155077-I496827822,3.8353013996065837
U405108971-I045367801,4.475917683128725
U756705808-I988295234,4.123527951695149
U312223462-I170262330,4.097681227381542
U384373089-I618989949,3.8193892473566495
U047889677-I521730804,4.369946595945543
U474674445-I246678390,3.7131923621746545
U031758134-I697573081,4.556365251043449
U721509752-I790770100,4.152164664326183
U337041888-I436537363,4.469100408505097
U597001707-I629404975,4.363613734305323
U077145025-I915129778,4.203673525407313
U716621455-I237487188,3.876365537828112
U197979075-I835857013,4.347795418419235
U179933359-I622918777,4.755471828286872
U618452390-I193526331,4.663592834556704
U808041600-I885180831,4.482598035678791
U030073159-I819786753,3.940936307810296
U342250539-I548492775,4.427139331468926
U649040260-I573739866,4.823623058079406
U434486917-I521642555,4.183234527398945
U136784625-I885855804,4.7652399599647595
U321207644-I348519037,3.059824120417351
U352382050-I846068585,4.418302141855897
U329454722-I344310416,3.661281865164195
U929411674-I632311023,4.272480734409874
U865542455-I962532165,4.493876160984142
U621309700-I585050057,3.982610086171506
U067866759-I023907558,3.4913265347817393
U404933925-I198937997,3.1345192834688445
U746157300-I325396169,3.9087882068340845
U742601249-I884622401,4.2207233860884585
U338254241-I645544871,4.460833578506656
U156340811-I353301460,4.350700940043825
U896188346-I464274490,4.030904842574536
U470187371-I185798425,3.5299291699194857
U536614259-I150966422,4.524153334488972
U015137665-I521998203,4.274667571730233
U993985631-I662305816,4.815473252725715
U924104814-I198937997,3.056257912645354
U755223171-I194735170,4.765812480781354
U816062489-I725614521,4.595405877357503
U454502252-I434801691,4.056341894358124
U875681189-I218553986,4.476903126003074
U420599246-I475485781,4.472666555891104
U938268314-I296399509,3.7203370791307004
U003083476-I800671161,4.114260497008472
U327111230-I173886892,4.5327977142183675
U157507949-I190654144,4.227270396451258
U237875663-I257345405,3.565344414601813
U935886353-I640844905,4.281727415231742
U278354638-I479312522,3.5160343698484717
U684086798-I160278616,4.455009996825884
U532427583-I657469434,4.554044008065209
U965652959-I329338699,3.6580871138690494
U351545344-I064904088,4.312619003269945
U844937655-I802523224,3.436305472927586
U541833562-I587509508,3.9114355545835897
U519381750-I013874332,4.763830221445636
U573245695-I483787357,4.73824990850232
U738624120-I643135060,4.734729937629848
U214657439-I062554377,4.28526333735951
U210991305-I182620718,4.7730040323556375
U918028575-I575904534,4.317311326580284
U534758021-I953084613,3.4570151633039448
U068536187-I050079160,3.9562422942765116
U090114831-I846609756,3.169294791966413
U778058877-I778909042,4.595277585197149
U340238467-I207384423,4.169771553784591
U503794492-I961154231,3.474037747231085
U584485849-I230083382,4.775371042544415
U562714346-I256183768,4.623217422231005
U826146623-I957044168,4.403751649642132
U615511396-I185588657,3.9314743161038437
U180232203-I284286975,3.9365776133351313
U699314389-I842188424,3.898686804060939
U342475397-I433317684,4.20743107090302
U435807586-I011089145,4.148511466494296
U171348468-I466804670,3.8103168986907914
U654494497-I743603835,4.4078037796230785
U969652153-I346037690,4.307521901331812
U224416222-I325337016,4.503445384025494
U804471069-I152896642,3.9187472859289088
U488977236-I940662270,3.8557981337830505
U474219802-I680703942,4.863920773299907
U627940776-I282754734,4.648862970532269
U622305680-I544632538,4.623623926275675
U578284968-I924185699,4.667131835621737
U192362892-I775395395,4.706077609282051
U310003658-I231748133,4.731250066460804
U640885758-I958619418,4.510524750286999
U929733896-I821210595,4.670170707325414
U619674411-I177947521,3.4713401835199726
U396662220-I312150707,4.882708981290531
U985176357-I159802550,4.553166154958105
U898037213-I072430409,4.666927657491598
U290381165-I835857013,4.19692047801068
U784491675-I149352554,3.9894059707621414
U267798424-I559143909,4.0551210727803495
U002930453-I834979213,3.792717500100993
U199680608-I051371112,4.3676144118703935
U082404761-I388943833,3.976407485234339
U309315293-I398799684,4.376307559675251
U503879449-I907277184,4.3685442271393695
U229523550-I681157936,4.253402000935202
U878044995-I517043944,3.8944333737321406
U063267475-I094406708,4.379180068776951
U164130980-I414939053,3.778570819445973
U416136524-I815368931,4.84186433149382
U066341459-I872675872,4.34274249529456
U128694295-I462980247,4.434272799607257
U035763646-I291764885,4.161389198836823
U786766281-I242045181,3.9266037238518123
U665809409-I973306857,4.267229954143398
U550595362-I733031022,4.06385218085089
U841187227-I369898462,3.986096561949065
U302191572-I313471324,4.540977669550838
U263289289-I906380475,3.801756072628719
U599307854-I170608845,4.764819090250342
U800145117-I611469700,4.71513842307881
U018860117-I685824341,4.0761756309828465
U045949046-I709820083,4.234170617907254
U412078370-I655046533,3.8098109020571975
U754955080-I518409791,4.342813814484674
U987788015-I243885287,4.700495834969642
U425195527-I689097619,3.503458456559488
U007289317-I779531888,4.353984272056349
U484649028-I970815667,4.486504774707607
U101787438-I262463458,4.238650787196318
U604557801-I246373126,4.82292034493054
U523166851-I897121373,4.72423839352664
U460806403-I706415100,4.415889399258629
U450626443-I208458609,4.46902953360775
U295155523-I803582650,3.901537321634031
U624408758-I156339251,4.129059403147212
U513798349-I623897079,4.2589040387012576
U596961456-I784477655,4.15304168547021
U871121652-I574390087,4.664856399960243
U212908072-I223995006,3.943252897111206
U198312209-I798070231,4.154070794653423
U677965866-I315488193,4.58746759308977
U042050721-I761548304,3.9038279143044967
U014859894-I204631886,4.395598837941441
U178332087-I873382233,4.473774969790798
U720414997-I034679299,4.339270854781759
U233056114-I654748398,4.32428948835963
U794619549-I161450110,4.059250107066149
U525398616-I097381043,3.80030693157464
U815140522-I551436470,3.817840032869347
U348943162-I615298913,3.5327531652553956
U749548014-I192687195,3.615893572658121
U232942329-I919696757,4.476785221243172
U020174154-I877405993,4.045608948662038
U561979121-I456513050,4.813394948366895
U385220791-I432746301,3.9988632662600647
U336637580-I425795853,4.922415189078508
U896940725-I393034917,4.41244239091364
U784647758-I037772246,4.203747402409495
U693151403-I546655959,4.129572485864518
U420167876-I843192766,4.3576118717760295
U135404723-I698910705,4.292975715611464
U541266411-I364908899,4.717559811524899
U571384377-I022132721,4.390207012838767
U283460839-I804317094,4.4967001125957315
U886220168-I415553111,4.661680856780924
U433528609-I346476220,3.413931608181246
U742861966-I277649495,4.358690505294938
U908187775-I627881260,4.49526408925733
U875906872-I509048088,4.511614930326467
U682633547-I919423158,4.325346238803821
U755700060-I224203249,4.053124743091244
U938573842-I317142280,3.7743605444918793
U352812268-I959127511,3.5633947870486695
U863070958-I063858414,4.907636426628069
U667520612-I280432358,4.1332560204748
U749431255-I658413406,4.857428065011529
U990794814-I927440929,4.608238922210154
U785473227-I319677153,4.475928430561911
U452516689-I959127511,4.094750580830068
U618918659-I294144916,3.9790843748555313
U821374123-I489606453,4.379975345278671
U733992536-I881640860,4.265428781601222
U164587963-I953004508,4.004739183748196
U058442873-I835857013,4.126598961822595
U544120858-I106517701,2.409813680607725
U857803762-I715684281,4.4374395086425
U790644033-I521447721,3.1766830825385477
U769100201-I342292642,4.607751218515974
U578134472-I277939365,3.637024348507206
U527277048-I160348059,4.124021407276604
U481315901-I479312522,3.525262009837319
U139117052-I484482415,4.87667116368186
U271314757-I570024894,4.723016303275714
U513380135-I856924335,4.239233042017195
U583375231-I022684654,4.502582652432291
U169848342-I882754933,4.383381371156382
U387026180-I877405993,3.920308864408878
U599982149-I894597982,4.884576488126461
U934659914-I503123925,3.8565979086093827
U312000830-I984557877,4.348720223638145
U858926762-I148353183,4.586576756838616
U147970822-I224549928,4.273924051437965
U000808153-I495442260,4.337604799198971
U377965920-I918218990,3.5561316164082264
U026215912-I106517701,2.0045934750864354
U968489781-I492223551,3.878404516575583
U088295486-I623367227,4.343946829300979
U438456099-I414121002,4.027124074142607
U699102924-I573515358,4.398644441096055
U871612346-I173018683,4.043825210302578
U729274752-I671738403,3.927776311578964
U335834744-I587387576,4.349444100539568
U273167446-I691023918,4.487466928919695
U076824669-I509057797,4.780391909649742
U711072730-I485834055,3.221272258605582
U712834783-I912410753,4.661209751438092
U801792719-I421228672,3.6115956971599337
U387881772-I153038874,4.393982399642166
U699253103-I499998285,4.676924427093133
U457141281-I675051280,4.034403963053644
U160302748-I049479516,4.662664966064842
U159592115-I903162013,2.9010277944003877
U133628605-I902177877,3.714606189671689
U740246504-I842098858,4.176093680969971
U679699555-I147706323,4.457765278410251
U687884747-I171705986,3.9708547178813793
U627215729-I910815816,4.536880358837767
U508221774-I960064274,4.245905166332531
U757881323-I379014821,4.860764084693152
U169982107-I123893084,4.4729016964163035
U620535424-I800040618,4.463864424562426
U252420162-I191806421,4.032287730308815
U589895062-I958694868,4.61187385003142
U621411040-I904681919,4.376147024247326
U387253014-I020524633,4.266067046759948
U083132278-I404723077,4.048078724314404
U224761339-I018273309,4.331791845580577
U670316985-I100251043,4.084652995155165
U176752340-I382288823,4.506380337393287
U659471062-I131765470,4.054247432605103
U002245468-I690710691,5.091710760858295
U538500260-I199044882,3.6806722820649034
U860783800-I785325360,4.211339691441257
U361949110-I829144771,4.294532028805673
U542697402-I905143435,3.8219786462782404
U507493927-I760619650,3.8404689106528767
U651351987-I141368733,3.6353580394935654
U598998346-I733031022,4.455421600327225
U879167493-I440196667,4.696961974100422
U918076867-I959944002,4.2384750266947036
U343281733-I655363482,4.828361508111753
U011809565-I225955774,4.509374863530371
U933501591-I579093640,4.625794287352611
U828031216-I354100811,3.7380650998310077
U427833198-I557673984,4.27844176717616
U699914689-I733109298,3.979873040363945
U477222184-I614330126,4.736307495159455
U544627519-I383218692,4.671482028624014
U550545680-I144151923,3.667423831932107
U250673403-I620694861,4.033778792184506
U933752751-I774792515,4.155935799018032
U834739717-I192478091,3.587326939622293
U516899242-I033937358,4.251546269443554
U392765333-I737274779,3.8131840992992725
U588282155-I578942391,4.202640677098178
U756620656-I125906999,4.304487921902475
U376105265-I119651334,4.3382600385149965
U257717404-I786369321,4.035911159037766
U837438604-I411189575,3.7667179086800022
U026961705-I495903577,3.8870809613031905
U704991519-I243828833,2.7994353206035743
U010732770-I498406328,4.070000495104073
U642144882-I475335737,4.672679522385126
U746952330-I608619248,4.0306906287968545
U383698938-I110388940,4.37374006109137
U891785796-I683738898,4.606086023735162
U891552324-I299633546,4.01145632664933
U441203127-I937614766,3.53962855441089
U280810339-I208458609,4.47617104953118
U811532181-I448279263,4.08917023552973
U881656203-I996551083,3.9314903608597773
U989932807-I287518595,4.6082494650266375
U302532203-I844197070,4.142035287495855
U409507684-I007147890,4.499180476134459
U118297557-I264140270,4.2436207500347205
U380258961-I775789672,3.128884111828942
U196131460-I441378309,3.995594905780507
U228409810-I938396607,3.842778350349425
U361073772-I532765146,4.56960897388128
U193225670-I606997844,3.7566173060638164
U006412439-I197704301,3.2998971923903646
U733198259-I136241744,4.533714025056337
U160840107-I719047663,3.223663385898783
U324504738-I559991783,4.590570359942489
U791566306-I548782047,4.385769803887038
U520196353-I886029982,3.889985901185724
U124770667-I273806029,4.269622968219018
U025747173-I677553350,4.364452678365657
U056510278-I203208793,4.566091395510608
U749418151-I236483823,3.5681735324072066
U472737146-I868389600,4.4814707434305
U128142972-I913231668,4.581126512772029
U630425723-I220055857,3.654191625815395
U449549183-I651552151,4.4007253504285835
U094129873-I807578947,4.337676102493059
U814733079-I058676735,4.557145453387712
U080147643-I256686098,4.30063881810024
U385246714-I412192037,4.277382008484443
U834426070-I324060994,4.345733186712252
U548258989-I512804998,4.071010154986203
U240958588-I784029989,4.461131664167851
U513792142-I536504276,4.434925877753178
U664550867-I027801072,4.550799595257112
U295872501-I842851136,4.943886735617375
U880087531-I281391115,3.9254798801682216
U659249423-I240008978,3.825506151511163
U366402717-I919696757,3.656369085030131
U179124380-I612450027,3.9856007402580094
U692599825-I257612491,3.8987698113346765
U980720810-I985343153,4.628769911070967
U767933852-I202290294,4.523313470973078
U753929303-I343026457,3.8204136178602166
U131397238-I549395035,4.029562220277662
U106931015-I569560662,4.6487656261208254
U240870263-I376184943,4.92922154145669
U159656980-I294789215,4.468431296171608
U954836369-I287518595,4.052840192511443
U519381750-I617865070,3.928615141848102
U304587667-I671042346,4.109784909695443
U708555734-I261982779,4.429834205185818
U257371610-I594517632,4.593808472122956
U761252500-I499525006,4.432301603317481
U009397814-I611661984,3.333920189856615
U352945384-I522474240,4.775038594065342
U069805627-I922110863,4.4872174301620245
U201576289-I629486681,4.952834680241959
U372147885-I233436820,3.6811454675673865
U289901077-I134459254,4.705356947292226
U400857600-I489780352,4.271740771439495
U967565480-I230090628,4.310622571777536
U287486333-I269406630,4.115544091695557
U908133447-I245307438,4.412521603128232
U836849771-I249058717,4.027420033120453
U204334992-I688301970,3.8326732922042814
U072296395-I008462551,3.8372557577540642
U146866489-I100865491,4.502701435129509
U522934751-I861334317,4.326671362899817
U090604242-I429328223,4.2961729895060135
U931822137-I589064048,3.160305543943867
U099906536-I834436812,4.515183060232094
U775626129-I672510434,3.6614300940018416
U937984801-I959737985,4.270257091550317
U574650410-I622918777,4.595629191359383
U150752429-I408729378,3.87120209413737
U421488126-I090308297,4.422501221842849
U795782435-I579702261,3.9806300214696972
U569738385-I055137164,4.758189675118215
U727784143-I703680124,4.451054948941405
U812323970-I968370500,4.480257531315992
U166825958-I904877326,3.9440828532437058
U733497760-I814673679,4.565570289820704
U871106014-I594578217,3.624279154570145
U750282800-I193747231,4.323827628776415
U559496755-I997425544,3.951780273041401
U425814797-I147287662,3.8786951881095253
U640481019-I303504773,4.238261176265317
U382329201-I941456438,4.368529237670834
U313763900-I238107459,4.492473526403858
U960767805-I337014854,4.640456296153416
U417201197-I040831042,4.5910288721190735
U232114459-I644086247,4.485697472855002
U812659205-I997359754,4.316740513011209
U255357981-I302721901,4.473722339513855
U294964404-I388095072,3.801925253833487
U850594105-I595189615,4.722037162698022
U841014761-I005071520,3.292983662804687
U418259304-I522228919,3.8704476370423744
U870129007-I652593266,3.5839575366979086
U317786664-I765561872,4.3399375036314005
U321204766-I286277738,4.452567005567444
U708555115-I987802004,4.70895087006443
U570918240-I498494127,4.536149773909551
U037758359-I208153398,4.065120313737517
U384373089-I001618316,4.235686057898227
U589535401-I234101270,3.8546545479906875
U002185299-I235943052,4.383027664220529
U797339738-I963738057,4.781771281368085
U720573695-I649564189,4.2615273844118295
U844883997-I836973567,4.056200257177129
U615883434-I234759501,4.359583032060282
U106466734-I652958580,4.10291471817354
U107343175-I362046352,4.185544559135071
U407089601-I167891129,4.764412506854081
U174734326-I680375191,4.610039786230051
U438171607-I297927775,3.4128381707586075
U941887936-I271823770,4.547043039728508
U939421006-I529059067,4.1654893649401465
U909547647-I690710691,4.785764804444653
U864609087-I160858676,4.316509513563939
U150614741-I323182818,3.424753561650821
U110872644-I123379656,4.610227683244253
U018202242-I805862065,4.568772043846249
U392697783-I353251404,4.253574556818921
U490028086-I033937358,3.6016615132603076
U474208712-I723877374,4.665872399373722
U669118568-I501420859,3.989673120413632
U986947320-I646378333,3.3612250923360154
U805598858-I407987187,4.329253555199153
U547731939-I361794574,4.458635107938321
U071937452-I309454644,3.9862963666089986
U502839706-I173271999,4.442015517209227
U242590040-I986605756,4.329973267782917
U045417797-I207304950,4.290043589853001
U350601662-I120683633,4.364626730242932
U752169133-I029337743,4.096515440756211
U526253623-I059527306,4.194588783573119
U639042183-I250475251,4.521690101481688
U558732714-I367900578,4.347098058743997
U387800166-I174082134,4.17030790426378
U957355160-I876943522,4.263050165096435
U336178957-I991734305,4.614615344962282
U754132445-I201185485,4.327386983738138
U240270602-I585421125,3.719137131116222
U327010013-I687869826,3.8449927323745805
U009191170-I599494422,4.737327144172319
U621291445-I674446913,4.619576938123873
U819413688-I560452160,3.45880381989505
U642852286-I947720520,4.793108132226894
U407613019-I580611533,4.699473516881315
U329833253-I906550842,4.785444101333256
U861063217-I588430071,4.038842962892209
U099101975-I062326278,4.609516684072822
U420344153-I662563687,3.995538811965628
U369659961-I460144079,4.263632753587064
U948861723-I096718706,3.70560318644286
U351026033-I704919634,4.720728030169721
U146845893-I921131643,3.401267040423989
U126516263-I250724775,4.768711710982635
U011866541-I746458421,3.837606787488434
U059916548-I395534269,3.678898368847768
U902765805-I408556421,4.550664608479918
U333090825-I504436890,4.833203656822961
U337813889-I742096408,4.231145317506148
U741940390-I123982944,4.712901157353183
U685917753-I054195883,4.412383283931276
U076745610-I522474240,4.540621673671546
U719030704-I596208136,3.627340401529701
U719817423-I245860020,4.159915763771896
U594965631-I588871692,4.492008813511932
U417008519-I897172052,4.104046133843212
U072465589-I128388634,4.134025708292352
U694992901-I133281660,4.538226622229056
U800398884-I792124833,4.618439604803689
U239168081-I627074838,4.350550111602158
U569633258-I808015048,4.467415775601766
U082604462-I393760095,4.081433161992038
U098334845-I486717455,4.434248201378351
U681695371-I249509758,3.92908339302658
U454574937-I109708074,3.0737531052061806
U275014860-I984365280,4.55952675441647
U021659715-I686709894,3.5905807538268544
U652113391-I365454023,4.46309526049131
U690072278-I011994385,4.430093076642161
U366809745-I190804534,4.2179021374166705
U778688996-I970872231,3.618663529140489
U756127689-I483434230,4.582427153058291
U313131825-I896029196,4.196614543307157
U045909364-I896140268,4.272803872500081
U054002096-I738749395,3.905026945864109
U297406670-I728496623,4.700112160536945
U366027885-I087245894,3.307286512011179
U064688023-I011141299,2.8092225251847918
U903492980-I664765208,4.8496730114393225
U042975955-I333042103,3.1376038242535333
U150308645-I498293468,4.49097587044258
U888782779-I062023240,4.31667397341316
U069151067-I943046894,4.863846555344189
U447055803-I289946094,4.538547352391265
U144344632-I909840749,3.1846291505523854
U939245701-I333441703,4.503948659434397
U177499522-I584061372,3.711978224110528
U971836312-I540659953,4.251393882229536
U855889448-I558418633,4.434811143908199
U289441535-I810319890,4.5337426147898565
U048373956-I787217777,4.504854293745942
U662651863-I614455608,3.1939424979839663
U203421176-I285491944,4.910462265348747
U719498416-I728812596,4.358617879691465
U942741309-I728510725,4.245675027432375
U421918717-I199008685,4.383067777062663
U160452815-I181055111,3.606268615813844
U714272950-I373919297,4.680073956097342
U748952429-I879966977,3.8979787555600636
U195597815-I339351754,4.333196772673327
U019318300-I305356033,4.771844327837744
U724339123-I182927743,4.448687285416922
U930964196-I057648072,4.57844944732997
U415316290-I683890353,4.310084229561728
U164281124-I161450110,4.214338221121955
U528530760-I709820083,3.6231430232635495
U855538181-I929436080,4.069599437577398
U871145071-I291609765,4.488662775845767
U871118960-I741031764,4.130766541319194
U553397688-I361426550,4.6930357086977015
U183824118-I746562811,4.35178111010983
U002714204-I288440188,4.269336675349973
U363159472-I711074384,4.336508657700559
U854163107-I661522723,4.523707176848261
U330617832-I553968675,5.010127667480281
U909234630-I021288394,4.657392869937953
U503247965-I043564971,4.782677200043854
U941247313-I936919271,4.436952024521392
U516466933-I824137748,4.680360908418857
U569521799-I510302234,4.532351583049213
U417543045-I049877129,3.609051484956864
U177935028-I874646501,4.506036267801345
U081447169-I856891614,4.212902286151865
U413795901-I812812559,4.494842430187761
U246599663-I681160039,3.993018152548758
U354912192-I648629916,4.90667521882968
U804328820-I356505312,4.57603286533601
U585540024-I815343922,3.9990542305300427
U863440795-I534772873,4.18034137947422
U715984478-I658287524,4.416699191667015
U561917737-I291168964,4.621085719634614
U891547799-I036280496,3.6080315232741524
U013478343-I467968783,3.477049872305834
U360014718-I814433795,4.134717162297321
U552964883-I472886618,4.683938305604943
U448579410-I590121289,3.8970210510183434
U788406410-I487876600,3.728245939303994
U464230458-I549577846,4.366978648891736
U969371942-I656443827,4.41952021985461
U273861167-I303052305,3.8872949125196143
U393961164-I736815902,3.9855568330097175
U510020147-I864032378,3.948743934040479
U527059384-I267697321,4.943115679478232
U490545119-I323568513,3.553093966021124
U986549207-I870530691,3.907149428009599
U037604379-I766192900,4.127282785295704
U801158300-I512488875,4.590946562164323
U411430613-I410632543,4.592817435187436
U038577719-I486260432,4.514954213168286
U927987597-I578476091,3.882790914051598
U265689648-I139433467,4.45714761653556
U596617955-I913832516,4.157361939723921
U624772341-I173983913,4.6668030754786685
U319924253-I357615627,3.807907636321951
U446189805-I674333859,3.926582418765385
U763868595-I854030654,4.034148677360002
U447783520-I642314100,4.192293783838334
U554821410-I653707114,4.144154782178668
U900733325-I200491252,4.052908558432778
U116505381-I284867388,4.69332122181647
U712616619-I714987535,4.602470228208763
U112899755-I934118416,4.51426608013246
U207779628-I469010753,4.7891267157064545
U919233810-I758394206,4.114424704579167
U667800552-I616235236,4.433140816607872
U616249119-I554720344,3.7508369815747815
U559407610-I247276926,4.5619396823314196
U025354793-I188278272,4.71556543694413
U660249260-I629064328,4.5845306812893005
U577073716-I902065149,4.17291540797872
U063604266-I342974461,4.816122138973461
U035173098-I211867956,4.150577177154625
U088295486-I765454203,3.919587815102364
U552642586-I370350018,3.9655713908029266
U670061478-I327387382,4.894629483107469
U070205137-I361127897,4.858680190428096
U345368991-I772242663,4.497865175643834
U633419693-I192184494,3.6714571425080704
U939390070-I320492054,4.212273278219455
U296255203-I613384216,3.833286729525605
U245865906-I597623461,3.3593746056745752
U746490422-I686693620,3.5187069112552214
U158304825-I257284875,4.124760222593777
U900829776-I732919189,3.854675400367543
U387717401-I958810721,3.2040162196972632
U917356732-I282618946,4.352381852072583
U859610799-I510476128,3.303609760074265
U747957751-I007905573,3.8872024655116526
U826748100-I336921313,4.604178395462253
U603290770-I262577899,4.613479090979753
U080767050-I155151485,3.9873193506960343
U853303518-I672610353,3.6697823128619578
U834049028-I667133708,4.034043447742329
U844816803-I337077915,4.3570381273668435
U131234516-I778053403,4.245249599542046
U495282727-I585421125,4.356026538622109
U444492721-I376820216,4.704569818724467
U529708519-I239043495,3.5102811964214617
U195297465-I762637529,4.7075898643322995
U832639893-I046054068,3.6220572731979246
U341017893-I016657222,4.203951991302964
U248256870-I639067399,4.517289356934594
U159957535-I842704825,3.8101613943456516
U526812271-I134383301,4.555148993903307
U610423683-I603666597,4.1501896034483865
U739327132-I215631590,4.083187594382041
U961765087-I991941390,3.9603654444774907
U407539005-I779576346,4.459787116159913
U140108159-I343477739,3.741126994436816
U596457976-I193926012,3.461593839720938
U121766915-I986797698,4.385268283155969
U610602162-I414571681,3.9188591954244214
U252202431-I343763639,4.707866390070332
U791988707-I658063313,4.767373457121056
U174973089-I746461168,3.656113741236855
U744410180-I882920741,3.979739188942143
U992966177-I302237017,3.9459882874727596
U701095059-I411051499,4.40078825158411
U581788775-I263878066,4.502945126627217
U050503184-I703800017,3.742668839978166
U200383893-I705041640,3.6587203257220624
U586051593-I593584473,2.9826108653219485
U987403583-I543510475,4.261404684023624
U431217705-I194113623,4.494878497665465
U033106709-I145280260,4.205981139037035
U647099625-I370170381,4.556067322582004
U019656097-I364252679,4.4728818011948634
U147854129-I493953989,4.238659752316816
U648802281-I610410053,4.73924617200672
U695697745-I089954521,4.8409894372596405
U554209905-I935233290,4.591248651917666
U275338561-I761873417,4.686697036306885
U395160838-I202290294,4.234058705857473
U061657756-I763934032,3.636104589151483
U376380948-I414973233,4.199297244709761
U430994398-I769363117,3.7721283483744075
U635138152-I754274677,4.381255099123697
U084317690-I072157928,3.5908989583163446
U067239511-I364012079,4.8562889374952825
U868894799-I005267188,4.113964734725307
U212230253-I544570537,4.212664338506416
U872776623-I158704432,3.6557452999862896
U725830082-I611972316,5.12578310481229
U727345558-I663851381,4.59755539385127
U907249968-I415758696,4.047965248367891
U483492103-I372089621,4.615787480533422
U222146664-I084249490,4.558512381619096
U528026191-I427921481,3.2927874344835066
U809534756-I538306426,4.408679523822236
U911049496-I882807310,3.034457524230884
U363254538-I741379695,3.837814691294743
U414081115-I886053868,3.844564775514133
U026034736-I696678367,3.356495517649838
U801022495-I298413370,4.940608632126225
U053185685-I723708059,4.290526152171359
U423427238-I056228468,3.854822413929484
U687397617-I827999491,3.4359643633122645
U532404618-I512453799,4.638705742015745
U605171548-I242436877,4.369040560159081
U897545821-I692199378,4.48510047995528
U408834569-I790944619,4.937104036135161
U890622210-I444594286,4.7562332040432835
U875906872-I201403169,4.360174716925888
U024525165-I471537126,4.476839393697523
U128560169-I595626983,4.787188333034412
